"","X","customer_no","Contribution_cont_amt","Contribution_campaign_name","Contribution_cont_dt","Constituency_1","Constituency_2","Constituency_3","Constituency_4","Constituency_5","Constituency_6","Address_postal_code","cont_yr","cont_month","clean_zips","lat","long"
"21350",21350,3548514,50,"CLd09 Annual Fund","4/19/2016 0:00","ptT",NA,NA,NA,NA,NA,"16101-5148",1999,5,16001,40.877664,-79.9113
"21351",21351,199599,1000,"CLd02 Annual Fund","5/24/2007 0:00","bwS","poS",NA,NA,NA,NA,"16066-4078",2015,11,15133,40.332502,-79.8646
"21352",21352,195912,50,"CLd14 Taste for Talent","6/1/2005 0:00",NA,NA,NA,NA,NA,NA,"15063-1108",2011,6,15226,40.394002,-80.01655
"21353",21353,3357862,50,"CLd12 Annual Fund","7/25/2002 0:00",NA,"opT",NA,NA,NA,NA,"21502-6149",1998,4,15237,40.552768,-80.03227
"21354",21354,3804,500,"CLd10 Annual Fund","8/30/2013 0:00",NA,NA,NA,NA,NA,NA,"15206-4241",2005,1,15143,40.561091,-80.15554
"21355",21355,109444,35,"CLd14 Annual Fund","12/6/2015 0:00",NA,NA,NA,NA,NA,NA,"15014-1028",2002,8,15102,40.324535,-80.03864
"21356",21356,3998606,40,"CLd16 Wine Tasting & Auction","7/5/2009 0:00",NA,NA,NA,NA,NA,NA,"15229-1754",2012,5,15215,40.497701,-79.9157
"21357",21357,156979,25,"CLd15 Annual Fund","2/26/2003 0:00",NA,NA,NA,NA,NA,NA,"15143-8600",2007,7,15221,40.438035,-79.87191
"21358",21358,4071260,203,"CLd01 Annual Fund","9/10/2015 0:00",NA,"clS",NA,NA,NA,NA,"16101-5148",2016,11,15084,40.61357,-79.78095
"21359",21359,3672178,25,"CLd16 Annual Fund","5/17/2016 0:00",NA,NA,NA,NA,NA,NA,"15228-2358",2016,6,15213,40.443269,-79.95487
"21360",21360,3438386,300,"CLd13 Annual Fund","9/30/2008 0:00",NA,"opT",NA,NA,NA,NA,"43944-7802",2015,8,44514,41.016159,-80.61549
"21361",21361,102440,75,"CLd11 Annual Fund","9/30/2011 0:00","opT",NA,NA,NA,NA,NA,"15068-9749",2014,4,15216,40.400319,-80.03566
"21362",21362,3559813,25,"CLd16 Wine Tasting & Auction","8/12/2011 0:00","clS",NA,NA,NA,NA,NA,"37774-2125",2016,11,26003,40.071472,-80.6868
"21363",21363,3146567,100,"CLd09 Annual Fund","11/29/2011 0:00","clS",NA,NA,NA,NA,NA,"15201-1265",2012,9,15905,40.302374,-78.93802
"21364",21364,140090,250,"CLd16 Annual Fund","11/3/2015 0:00",NA,NA,NA,NA,NA,NA,"15222-2436",2006,12,15143,40.561091,-80.15554
"21365",21365,28241,50,"CLd16 Annual Fund","9/30/2010 0:00",NA,NA,NA,NA,NA,NA,"15234-2020",2010,6,15739,40.677609,-79.16422
"21366",21366,4096474,20,"CLd13 Annual Fund","11/8/2010 0:00","opT","clS",NA,NA,NA,NA,"15228-1250",2006,5,15626,40.409992,-79.57266
"21367",21367,219066,25,"CLd13 Annual Fund","11/3/2014 0:00","clS",NA,NA,NA,NA,NA,"15215-1567",2011,7,15237,40.552768,-80.03227
"21368",21368,177532,100,"CLd15 Annual Fund","11/12/2014 0:00","clS",NA,NA,NA,NA,NA,"15650-2408",2016,11,15417,40.01933,-79.89869
"21369",21369,57083,25,"CLd11 Annual Fund","7/27/2012 0:00",NA,NA,NA,NA,NA,NA,"15668-1441",2014,8,16150,41.266185,-80.46312
"21370",21370,3989148,150,"CLd04 Annual Fund","11/27/2001 0:00","ptS",NA,NA,NA,NA,NA,"15226-2554",2010,7,15221,40.438035,-79.87191
"21371",21371,3369991,10,"CLd16 Annual Fund","3/27/2006 0:00","bwS",NA,NA,NA,NA,NA,"15668-1512",2007,4,15317,40.26819,-80.16222
"21372",21372,83613,25,"CLd14 Annual Fund","9/24/2013 0:00",NA,"clS",NA,NA,NA,NA,"15106-1029",2008,10,15238,40.518701,-79.86744
"21373",21373,3795647,25,"CLd11 Annual Fund","7/5/2016 0:00",NA,NA,NA,"opT",NA,NA,"15419-1203",2016,9,15227,40.377869,-79.97516
"21374",21374,587487,50,"CLd09 Annual Fund","9/17/2013 0:00","clS",NA,NA,NA,NA,NA,"15217-2502",2015,3,15241,40.329619,-80.07364
"21375",21375,3468491,1000,"CLd14 Annual Fund","7/12/2013 0:00","clS",NA,NA,NA,NA,NA,"15666-2358",2004,8,15232,40.454018,-79.9325
"21376",21376,3925674,25,"CLd11 Annual Fund","10/18/2013 0:00","clS",NA,NA,NA,NA,NA,"15206-2263",2016,10,26034,40.609272,-80.55893
"21377",21377,215737,250,"CLd13 Annual Fund","5/11/2010 0:00",NA,NA,NA,NA,NA,NA,"15106-2053",2008,12,15143,40.561091,-80.15554
"21378",21378,233130,25,"CLd17 Annual Fund","5/4/2012 0:00","clS","clS",NA,"ptT",NA,NA,"15044-9243",2004,7,84065,40.503746,-111.96327
"21379",21379,332488,100,"CLd16 Annual Fund","9/17/2012 0:00","clS","clS",NA,NA,NA,NA,"15601-6065",2012,10,15217,40.430919,-79.92569
"21380",21380,3209370,50,"CLd97 Annual Fund","7/11/2014 0:00",NA,"clS",NA,NA,NA,NA,"15317-3435",2014,9,15205,40.436618,-80.07289
"21381",21381,4057535,25,"CLd16 Annual Fund","7/28/2015 0:00","ptT",NA,NA,NA,NA,NA,"15636-1319",2013,11,15012,40.140248,-79.84251
"21382",21382,153332,35,"CLd16 Annual Fund","11/3/2014 0:00",NA,NA,"ptT",NA,NA,NA,"15228-1309",2009,11,15243,40.372669,-80.0712
"21383",21383,49207,20,"CLd15 Annual Fund","2/10/2016 0:00","clS",NA,NA,NA,NA,NA,"15241-3912",2013,7,16136,40.834903,-80.32428
"21384",21384,3548095,50,"CLd12 Annual Fund","3/22/2013 0:00","clS",NA,NA,NA,NA,NA,"60514-1450",2002,8,15147,40.498218,-79.83426
"21385",21385,3786680,50,"CLd10 Annual Fund","2/25/2009 0:00","bwS",NA,NA,NA,NA,NA,"15025-3079",2016,7,15367,40.261394,-80.05254
"21386",21386,125994,25,"CLd11 Annual Fund","6/15/2011 0:00",NA,NA,NA,NA,NA,NA,"15205-4529",2001,8,15221,40.438035,-79.87191
"21387",21387,3276108,25,"CLd13 Annual Fund","7/24/2007 0:00",NA,NA,NA,NA,NA,NA,"15237-1453",2004,7,21536,39.675393,-79.17045
"21388",21388,3041115,2500,"CLd14 Annual Fund","4/24/2015 0:00",NA,NA,NA,NA,NA,NA,"15226-2124",2007,8,15668,40.451664,-79.67948
"21389",21389,14977,25,"CLd16 Annual Fund","11/28/2016 0:00","clS",NA,NA,NA,NA,NA,"43920-9641",2016,8,15202,40.502918,-80.0704
"21390",21390,3795873,135,"CLd15 Taste for Talent","8/30/2016 0:00",NA,NA,NA,NA,NA,NA,"15236-2762",2011,12,15108,40.500665,-80.18464
"21391",21391,3145546,500,"CLd16 Annual Fund","10/25/2015 0:00","clS",NA,NA,NA,NA,NA,"15213-3601",2016,7,15905,40.302374,-78.93802
"21392",21392,287474,184,"CLd09 Annual Fund","2/21/2014 0:00","ptT",NA,NA,NA,NA,NA,"15001-5893",2014,9,15222,40.447036,-79.99313
"21393",21393,3696972,150,"CLd10 Annual Fund","3/11/2014 0:00",NA,"ptT",NA,NA,NA,NA,"15222-1720",2015,3,16117,40.857663,-80.27534
"21394",21394,3010598,41.5,"CLd11 Annual Fund","3/5/2014 0:00","clS","clS",NA,NA,NA,NA,"15232-2219",2001,11,16001,40.877664,-79.9113
"21395",21395,3348073,5000,"CLd06 Academy Fund","7/6/2003 0:00",NA,NA,NA,NA,NA,NA,"15217-2853",2016,9,15012,40.140248,-79.84251
"21396",21396,3595745,100,"CLd16 Annual Fund","3/3/2014 0:00","clS",NA,NA,NA,NA,NA,"15106-3150",2000,10,16033,40.789672,-80.04848
"21397",21397,3122657,60,"CLd13 Annual Fund","3/31/2014 0:00","btS",NA,NA,NA,NA,NA,"15232-2179",2016,2,15216,40.400319,-80.03566
"21398",21398,565934,100,"CLd14 Annual Fund","7/12/2009 0:00","clS",NA,NA,NA,NA,NA,"15237-6704",2014,6,15063,40.196694,-79.92642
"21399",21399,83577,25,"CLd06 Annual Fund","11/10/2006 0:00",NA,NA,NA,NA,NA,NA,"15905-2107",2011,9,16046,40.695658,-80.03359
"21400",21400,142345,140,"CLd12 Annual Fund","4/18/2007 0:00","btS",NA,NA,NA,NA,NA,"15145-2526",2008,9,16066,40.700423,-80.11374
"21401",21401,3984810,50,"CLd08 Annual Fund","8/13/2003 0:00","bwS",NA,NA,NA,NA,NA,"15222-3110",2015,5,15021,40.383884,-80.41364
"21402",21402,225813,100,"CLd05 Annual Fund","2/13/2016 0:00","clS",NA,NA,NA,NA,NA,"15206-1721",2000,3,15236,40.342869,-79.97929
"21403",21403,164951,30,"CLd03 Annual Fund","6/19/2008 0:00",NA,NA,NA,NA,NA,NA,"15139-1151",2015,6,15317,40.26819,-80.16222
"21404",21404,3889148,100,"CLd15 Annual Fund","11/13/2008 0:00",NA,NA,NA,"poS",NA,NA,"16025-3107",2009,5,15116,40.533806,-79.96303
"21405",21405,143523,125,"CLd13 Annual Fund","6/15/2016 0:00","bwS","ptS",NA,NA,NA,NA,"15142-1153",2003,10,15358,40.05604,-79.9981
"21406",21406,311613,250,"CLd02 Annual Fund","5/12/2008 0:00","bwS","ptT","ptS",NA,NA,NA,"15227-2138",2014,5,15202,40.502918,-80.0704
"21407",21407,3421623,125,"CLd12 Annual Fund","6/10/2014 0:00",NA,NA,NA,NA,NA,NA,"15131-1627",1996,8,15632,40.430632,-79.61837
"21408",21408,326877,50,"CLd01 Annual Fund","5/30/2008 0:00","bwS","ptT",NA,NA,NA,NA,"15026-1304",2016,8,15202,40.502918,-80.0704
"21409",21409,64977,25,"CLd11 Annual Fund","8/7/2013 0:00",NA,"clS",NA,NA,NA,NA,"15229-2232",2015,10,15909,40.36344,-78.87674
"21410",21410,3365299,100,"CLd03 Annual Fund","6/13/2014 0:00",NA,NA,NA,NA,NA,NA,"15143-1176",2014,9,15116,40.533806,-79.96303
"21411",21411,121450,25,"CLd17 Annual Fund","8/19/2001 0:00",NA,NA,NA,NA,NA,NA,"15012-3881",2003,9,15221,40.438035,-79.87191
"21412",21412,84587,470,"CLd14 Taste for Talent","3/24/2014 0:00","clS",NA,NA,NA,NA,NA,"15201-2153",2003,8,15243,40.372669,-80.0712
"21413",21413,197016,25,"CLd02 Annual Fund","8/28/2007 0:00",NA,NA,NA,NA,NA,NA,"16101-2147",2014,10,15043,40.582316,-80.50182
"21414",21414,3309421,100,"CLd15 Wine Tasting & Auction","7/21/2014 0:00",NA,"btS",NA,NA,NA,NA,"15213-2745",2015,5,15012,40.140248,-79.84251
"21415",21415,4003182,25,"CLd16 Annual Fund","1/3/2001 0:00","bwS",NA,NA,NA,NA,NA,"15658-3592",2013,9,15120,40.395336,-79.90635
"21416",21416,3634526,25,"CLd17 Annual Fund","5/22/2014 0:00",NA,NA,NA,NA,NA,NA,"15203-2411",2014,10,16046,40.695658,-80.03359
"21417",21417,3038860,10,"CLd02 Annual Fund","3/1/1999 0:00","clS",NA,NA,NA,NA,NA,"43953-3636",2016,11,15314,40.127951,-80.01226
"21418",21418,4033334,135,"CLd14 Annual Fund","11/13/1996 0:00",NA,NA,NA,NA,NA,NA,"15202-2824",2016,3,15642,40.325902,-79.71324
"21419",21419,260947,20,"CLd99 Annual Fund","11/30/2016 0:00",NA,NA,NA,NA,NA,NA,"15243-1060",2000,7,15212,40.460669,-80.01144
"21420",21420,179433,35,"CLd16 Annual Fund","10/25/2013 0:00",NA,"ptT",NA,NA,NA,NA,"29928-5614",2012,8,15102,40.324535,-80.03864
"21421",21421,329153,50,"CLd11 Annual Fund","4/3/2001 0:00",NA,"btS",NA,NA,NA,NA,"15228-1475",2017,12,16046,40.695658,-80.03359
"21422",21422,3294865,25,"CLd97 Annual Fund","10/23/2002 0:00","bwS",NA,NA,NA,NA,NA,"15236-2762",2000,9,15025,40.292974,-79.90179
"21423",21423,170861,750,"CLd14 Annual Fund","2/22/2016 0:00","clS",NA,NA,NA,NA,NA,"15220-3015",2016,9,15037,40.258438,-79.85946
"21424",21424,3347574,25,"CLd15 Wine Tasting & Auction","9/17/2014 0:00","clS",NA,NA,NA,NA,NA,"15102-2816",2014,8,15222,40.447036,-79.99313
"21425",21425,512403,75,"CLd13 Annual Fund","9/20/2004 0:00",NA,NA,NA,NA,NA,NA,"15068-9749",2002,5,15238,40.518701,-79.86744
"21426",21426,28226,100,"CLd11 Annual Fund","9/23/2014 0:00",NA,"btS",NA,NA,NA,NA,"15143-1741",2008,8,15101,40.570915,-79.96033
"21427",21427,144257,100,"CLd17 Annual Fund","7/19/2005 0:00","btS",NA,NA,NA,NA,NA,"15301-5083",2015,11,15601,40.298765,-79.54126
"21428",21428,3686866,1000,"CLd14 Annual Fund","6/4/2008 0:00","opT",NA,NA,NA,NA,NA,"16157-4902",2013,3,15217,40.430919,-79.92569
"21429",21429,160391,25,"CLd09 Annual Fund","10/30/2012 0:00",NA,NA,NA,NA,NA,NA,"16046-4630",2008,1,95826,38.550098,-121.37492
"21430",21430,393125,25,"CLd16 Annual Fund","2/18/2003 0:00","btS",NA,NA,NA,NA,NA,"15236-2025",2016,1,15147,40.498218,-79.83426
"21431",21431,333462,50,"CLd14 Annual Fund","6/17/2005 0:00",NA,NA,NA,NA,NA,NA,"15317-2725",2016,11,15217,40.430919,-79.92569
"21432",21432,3096415,35,"CLd13 Annual Fund","3/3/2005 0:00","bwS","btS",NA,NA,NA,NA,"15238-2123",2010,9,15218,40.424336,-79.88725
"21433",21433,3174014,100,"CLd03 Annual Fund","8/1/2005 0:00","bwS",NA,NA,NA,NA,NA,"15642-9545",2005,9,15213,40.443269,-79.95487
"21434",21434,3027359,375,"CLd16 Taste for Talent","2/22/2007 0:00",NA,NA,NA,NA,NA,NA,"15139-1022",2016,10,15202,40.502918,-80.0704
"21435",21435,3288108,50,"CLd13 Annual Fund","7/8/2015 0:00","clS",NA,NA,NA,NA,NA,"15301-3403",2013,4,15102,40.324535,-80.03864
"21436",21436,3234588,50,"CLd17 Annual Fund","4/29/2008 0:00","clS",NA,NA,NA,NA,NA,"15201-1709",2014,7,16066,40.700423,-80.11374
"21437",21437,4057812,35,"CLd16 Annual Fund","10/25/2013 0:00",NA,NA,NA,NA,NA,NA,"15227-3726",2013,9,15232,40.454018,-79.9325
"21438",21438,197149,300,"CLd15 Annual Fund","8/8/2002 0:00","clS","clS",NA,NA,NA,NA,"15146-2842",2008,9,16066,40.700423,-80.11374
"21439",21439,3688784,25,"CLd04 Annual Fund","10/29/2015 0:00",NA,NA,NA,NA,NA,NA,"15089-1304",2011,11,15301,40.170663,-80.25185
"21440",21440,3057891,25,"CLd12 Annual Fund","4/19/2016 0:00",NA,NA,NA,NA,NA,NA,"15143-1023",2002,8,15106,40.404119,-80.09014
"21441",21441,3942906,75000,"CLd16 Annual Fund","8/25/2015 0:00","ptS",NA,NA,NA,NA,NA,"15237-6380",2015,9,15147,40.498218,-79.83426
"21442",21442,177532,100,"CLd02 Annual Fund","2/26/2014 0:00",NA,NA,NA,NA,NA,NA,"44120-2421",2007,9,15236,40.342869,-79.97929
"21443",21443,3336532,100,"CLd05 Annual Fund","10/27/2008 0:00",NA,NA,NA,NA,NA,NA,"16262-5108",2013,3,15042,40.682566,-80.23208
"21444",21444,3357862,25,"CLd02 Annual Fund","3/21/2016 0:00","clS",NA,NA,NA,NA,NA,"15668-1143",2012,12,16102,40.970991,-80.38291
"21445",21445,3912608,50,"CLd01 Annual Fund","8/14/2014 0:00","bwS",NA,NA,NA,NA,NA,"15108-3287",2008,12,16120,40.875943,-80.46851
"21446",21446,666937,25,"CLd12 Annual Fund","8/7/2012 0:00","clS",NA,NA,NA,NA,NA,"15601-3722",1995,3,15241,40.329619,-80.07364
"21447",21447,16753,300,"CLd04 Annual Fund","9/30/2007 0:00","opT","clS",NA,"opT",NA,NA,"15221-2562",2010,7,15601,40.298765,-79.54126
"21448",21448,4048440,200,"CLd12 Annual Fund","2/20/2015 0:00","clS",NA,"ptS","ptT",NA,NA,"15226-2112",2002,6,15147,40.498218,-79.83426
"21449",21449,3034967,25,"CLd15 Annual Fund","4/8/1997 0:00",NA,NA,NA,NA,NA,NA,"16046-4242",2016,11,15213,40.443269,-79.95487
"21450",21450,195942,15,"CLd14 Annual Fund","8/17/2010 0:00","bwS",NA,NA,NA,NA,NA,"26201-6764",2008,9,15065,40.628522,-79.72566
"21451",21451,3036417,35,"CLd12 Annual Fund","10/30/2012 0:00",NA,"clS",NA,NA,NA,NA,"16233-4424",2014,2,16635,40.419572,-78.44934
"21452",21452,309223,25,"CLd08 Annual Fund","9/4/2001 0:00",NA,"ptS","btS",NA,NA,NA,"15224-1917",2013,4,15143,40.561091,-80.15554
"21453",21453,3565986,50,"CLd13 Annual Fund","9/22/2004 0:00","bwS",NA,NA,NA,NA,NA,"15146-1920",2015,6,15222,40.447036,-79.99313
"21454",21454,3081391,25,"CLd15 Annual Fund","2/10/2016 0:00","bwS",NA,"poS",NA,NA,NA,"15238-1354",2011,8,15222,40.447036,-79.99313
"21455",21455,153035,1040,"CLd14 Annual Fund","12/14/2015 0:00","ptS","clS","opT",NA,NA,NA,"15090-1003",2012,10,15136,40.471618,-80.07695
"21456",21456,95896,30,"CLd15 Annual Fund","11/18/2015 0:00","btS",NA,NA,"ptS",NA,NA,"15056-1212",2015,11,15025,40.292974,-79.90179
"21457",21457,3153217,30,"CLd15 Annual Fund","8/13/2015 0:00",NA,"clS",NA,NA,NA,NA,"15044-8916",2007,9,15229,40.518368,-80.03364
"21458",21458,3236255,100,"CLd14 Annual Fund","7/27/2001 0:00",NA,NA,NA,NA,NA,NA,"15221-3352",2016,9,15228,40.372802,-80.0448
"21459",21459,328408,60,"CLd15 Annual Fund","5/15/2015 0:00",NA,NA,NA,NA,NA,NA,"16046-7131",2015,8,15701,40.626307,-79.16146
"21460",21460,566310,25,"CLd17 Annual Fund","8/25/2004 0:00",NA,NA,NA,NA,NA,NA,"15317-2504",2006,8,2140,NA,NA
"21461",21461,144512,50,"CLd14 Annual Fund","12/6/1999 0:00","clS",NA,NA,NA,NA,NA,"15137-1912",2016,8,15090,40.617016,-80.05916
"21462",21462,241474,100,"CLd14 Annual Fund","12/31/2016 0:00","btS",NA,NA,NA,NA,NA,"15658-3592",2012,6,15237,40.552768,-80.03227
"21463",21463,3546744,100,"CLd98 Annual Fund","12/31/2015 0:00","opT",NA,NA,NA,NA,NA,"15024-2428",2005,8,15237,40.552768,-80.03227
"21464",21464,3586361,100,"CLd11 Wine Tasting & Auction","8/22/2016 0:00",NA,NA,NA,NA,NA,NA,"15044-6062",2011,6,15025,40.292974,-79.90179
"21465",21465,3140974,50,"CLd13 Annual Fund","6/21/2010 0:00","bwS",NA,NA,NA,NA,NA,"15301-5077",2002,9,15202,40.502918,-80.0704
"21466",21466,324922,15,"CLd12 Annual Fund","11/8/2013 0:00","bwS",NA,NA,NA,NA,NA,"15090-9565",2016,9,15089,40.211895,-79.75483
"21467",21467,3352266,50,"CLd04 Annual Fund","3/2/2004 0:00","btS",NA,NA,NA,NA,NA,"15237-4440",2016,8,15238,40.518701,-79.86744
"21468",21468,487013,35,"CLd14 Annual Fund","9/30/2013 0:00","clS",NA,NA,NA,NA,NA,"15229-1910",2001,7,16148,41.232543,-80.45797
"21469",21469,311613,100,"CLd13 Annual Fund","9/30/2014 0:00",NA,NA,NA,NA,NA,NA,"15236-4572",2016,7,15042,40.682566,-80.23208
"21470",21470,3068182,25,"CLd15 Wine Tasting & Auction","7/31/2009 0:00",NA,NA,NA,NA,NA,NA,"15201-1915",2006,4,15228,40.372802,-80.0448
"21471",21471,3345894,50,"CLd12 Annual Fund","6/14/2007 0:00",NA,NA,NA,NA,NA,NA,"15044-8017",2016,11,15122,40.366177,-79.89418
"21472",21472,3981847,5,"CLd14 Annual Fund","7/30/2015 0:00","bwS",NA,NA,NA,NA,NA,"26041-2204",2014,8,15227,40.377869,-79.97516
"21473",21473,218644,35,"CLd16 Annual Fund","4/30/2014 0:00","bwS",NA,NA,"ptS",NA,NA,"15147-1929",2016,7,44413,40.838456,-80.54601
"21474",21474,3651038,100,"CLd02 Annual Fund","3/13/2015 0:00","clS","clS",NA,NA,NA,NA,"15218-1613",2015,1,15102,40.324535,-80.03864
"21475",21475,144034,100,"CLd12 Wine Tasting & Auction","4/27/2015 0:00","x$x",NA,NA,NA,NA,NA,"15143-9330",2010,7,15227,40.377869,-79.97516
"21476",21476,4006349,250,"CLd13 Annual Fund","7/22/2002 0:00",NA,NA,NA,NA,NA,NA,"15419-1149",2008,6,15501,40.02847,-79.1105
"21477",21477,3557314,250,"CLd14 Annual Fund","9/30/2011 0:00",NA,NA,NA,NA,NA,NA,"15317-2744",2007,4,16066,40.700423,-80.11374
"21478",21478,3645419,50,"CLd14 Annual Fund","5/13/2016 0:00",NA,NA,NA,NA,NA,NA,"16046-7831",2016,12,15206,40.468968,-79.91863
"21479",21479,260723,50,"CLd13 Annual Fund","4/14/2014 0:00",NA,NA,NA,NA,NA,NA,"43953-9028",2013,3,34236,27.333014,-82.54613
"21480",21480,3017856,100,"CLd16 Annual Fund","9/21/2016 0:00",NA,NA,NA,NA,NA,NA,"15701-1690",2016,11,15237,40.552768,-80.03227
"21481",21481,3709953,15,"CLd00 Annual Fund","12/8/2008 0:00",NA,NA,NA,NA,NA,NA,"15055-1052",2009,6,15905,40.302374,-78.93802
"21482",21482,3162253,25,"CLd06 Annual Fund","1/16/2015 0:00",NA,NA,NA,NA,NA,NA,"15044-6081",2012,3,15237,40.552768,-80.03227
"21483",21483,3348073,250,"CLd01 Academy Fund","7/22/2009 0:00",NA,NA,NA,NA,NA,NA,"15001-1725",2014,9,15340,40.290375,-80.31845
"21484",21484,3614825,25,"CLd11 Annual Fund","10/21/2016 0:00","bwS","clS",NA,NA,NA,NA,"15222-4734",2014,11,15066,40.73998,-80.29472
"21485",21485,3019064,50,"CLd08 Annual Fund","9/13/2013 0:00",NA,NA,NA,NA,NA,NA,"16601-1523",2011,9,15215,40.497701,-79.9157
"21486",21486,3049485,50,"CLd15 Annual Fund","11/25/2015 0:00","bwS",NA,NA,NA,NA,NA,"15010-1166",2006,5,15108,40.500665,-80.18464
"21487",21487,3026157,300,"CLd16 Annual Fund","10/23/2014 0:00","bwS",NA,NA,NA,NA,NA,"15411-2104",2007,2,15215,40.497701,-79.9157
"21488",21488,3300651,500,"CLd15 Wine Tasting & Auction","8/16/2011 0:00","ptS",NA,NA,NA,NA,NA,"15147-3884",2013,6,16141,40.853014,-80.40181
"21489",21489,106388,10,"CLd11 Annual Fund","8/5/2006 0:00","clS","clS",NA,NA,NA,NA,"15301-5275",2003,8,15243,40.372669,-80.0712
"21490",21490,3991478,100,"CLd09 Annual Fund","11/20/2015 0:00","clS","clS",NA,NA,NA,NA,"15656-1524",2015,3,15241,40.329619,-80.07364
"21491",21491,3872299,50,"CLd97 Annual Fund","7/2/2015 0:00",NA,NA,NA,NA,NA,NA,"15228-2352",2012,5,15241,40.329619,-80.07364
"21492",21492,4072504,100,"CLd13 Annual Fund","12/6/2012 0:00",NA,NA,NA,NA,NA,NA,"15215-3238",2011,3,15642,40.325902,-79.71324
"21493",21493,116858,25,"CLd07 Annual Fund","2/25/2016 0:00","clS",NA,NA,NA,NA,NA,"15215-3228",2011,10,15219,40.443819,-79.98067
"21494",21494,3348073,155,"CLd14 Annual Fund","2/7/2005 0:00",NA,"ptT",NA,NA,NA,NA,"15227-3810",2016,4,15108,40.500665,-80.18464
"21495",21495,3186089,100,"CLd15 Annual Fund","12/6/1999 0:00",NA,NA,NA,NA,NA,NA,"15216-2033",2016,9,15238,40.518701,-79.86744
"21496",21496,3712505,150,"CLd09 Annual Fund","8/16/2011 0:00","bwS","clS",NA,NA,NA,NA,"15243-1012",2010,5,15239,40.482655,-79.74278
"21497",21497,3193724,100,"CLd11 Annual Fund","9/6/2005 0:00","clS",NA,NA,NA,NA,NA,"15010-1736",2016,10,15825,41.160579,-79.06479
"21498",21498,210255,25,"CLd13 Annual Fund","2/15/2016 0:00",NA,"clS",NA,NA,NA,NA,"08648-2909",2014,10,22207,38.903697,-77.12749
"21499",21499,3131279,100,"CLd13 Wine Tasting & Auction","7/19/2006 0:00",NA,NA,NA,NA,NA,NA,"15419-1203",2014,9,15226,40.394002,-80.01655
"21500",21500,3517396,50,"CLd14 Annual Fund","6/19/2008 0:00","clS",NA,NA,NA,NA,NA,"37604-4112",2015,12,15220,40.430822,-80.04453
"21501",21501,188625,25,"CLd03 Annual Fund","12/8/2015 0:00",NA,NA,NA,NA,NA,NA,"16001-7215",2015,9,15235,40.459518,-79.83277
"21502",21502,3236255,100,"CLd17 Annual Fund","9/22/2015 0:00",NA,NA,NA,NA,NA,NA,"15101-3105",2016,9,15229,40.518368,-80.03364
"21503",21503,473642,100,"CLd05 Annual Fund","12/3/2002 0:00",NA,NA,NA,"ptS",NA,NA,"16063-2726",2014,4,15101,40.570915,-79.96033
"21504",21504,4058819,25,"CLd01 Annual Fund","10/17/2008 0:00","btS",NA,NA,NA,NA,NA,"15205-1722",2012,8,26554,39.470949,-80.13936
"21505",21505,415673,35,"CLd15 Wine Tasting & Auction","9/6/2009 0:00",NA,NA,NA,NA,NA,NA,"15219-1615",2004,3,15143,40.561091,-80.15554
"21506",21506,3601594,25,"CLd15 Annual Fund","12/29/2009 0:00",NA,"clS","ptS",NA,NA,NA,"15147-3898",2016,12,15227,40.377869,-79.97516
"21507",21507,3539425,5000,"CLd13 Annual Fund","5/13/2016 0:00","clS",NA,NA,NA,NA,NA,"15214-1469",2014,7,32168,29.016897,-80.95736
"21508",21508,169770,25,"CLd11 Annual Fund","5/13/2015 0:00",NA,NA,NA,NA,NA,NA,"16101-5148",2011,1,16046,40.695658,-80.03359
"21509",21509,3865821,25,"CLd14 Annual Fund","7/30/2015 0:00",NA,NA,NA,NA,NA,NA,"15205-3428",2004,6,15063,40.196694,-79.92642
"21510",21510,109444,100,"CLd14 Annual Fund","4/9/2015 0:00",NA,"ptT",NA,NA,NA,NA,"15106-3406",2000,7,15147,40.498218,-79.83426
"21511",21511,3287037,50,"CLd07 Annual Fund","9/13/2011 0:00",NA,NA,"ptS",NA,NA,NA,"15215-1567",2006,8,15131,40.341469,-79.81105
"21512",21512,344787,55,"CLd10 Annual Fund","12/22/2011 0:00",NA,NA,"poS",NA,NA,NA,"15044-9347",2016,11,15317,40.26819,-80.16222
"21513",21513,3991478,25,"CLd15 Annual Fund","12/12/2012 0:00",NA,NA,NA,NA,NA,NA,"15301-5275",2011,11,15601,40.298765,-79.54126
"21514",21514,291916,25,"CLd12 Annual Fund","6/8/2016 0:00",NA,NA,NA,NA,NA,NA,"15137-1136",2004,11,15229,40.518368,-80.03364
"21515",21515,3144933,25,"CLd01 Annual Fund","8/17/2010 0:00",NA,NA,NA,NA,NA,NA,"15241-1517",2006,5,15236,40.342869,-79.97929
"21516",21516,3036986,25,"CLd11 Annual Fund","9/17/2003 0:00","opT",NA,NA,NA,NA,NA,"16652-3581",2016,5,15137,40.380219,-79.81017
"21517",21517,276585,10,"CLd06 Annual Fund","11/30/2016 0:00","clS",NA,NA,NA,NA,NA,"15243-1078",2001,2,15228,40.372802,-80.0448
"21518",21518,3991478,25,"CLd12 Annual Fund","9/28/2012 0:00",NA,NA,NA,NA,NA,NA,"16002-3953",2012,10,15217,40.430919,-79.92569
"21519",21519,3042004,500,"CLd97 Annual Fund","8/23/2006 0:00","btS",NA,NA,NA,NA,NA,"15239-1142",2007,11,34293,27.055013,-82.3973
